CustomerID,TransactionDate,TransactionType,Description,Amount
5245,2023-05-27,Payment,Want glass expect customer piece.,-683.02
5245,2024-11-06,Withdrawal,Clear food study senior star fight.,-37.45
5245,2021-08-20,Fee,Dinner town arm tend seek north.,-579.26
5245,2023-04-23,Payment,Where price always use.,1619.24
5245,2022-04-08,Transfer,Stop eat effort consider near.,1902.36
94313,2021-09-14,Fee,Skin base firm manage standard.,1081.99
94313,2021-10-26,Transfer,Soon top see.,1826.29
94313,2021-10-02,Payment,Past dream despite thought rest.,1428.0
94313,2023-09-28,Fee,Result actually city hundred few key.,-426.88
94313,2024-02-25,Payment,Simple gun executive time walk.,-919.41
94313,2022-08-07,Payment,Democratic nation really heavy continue draw.,-227.67
94313,2025-03-17,Transfer,Other although rise ability cold.,-1048.78
94313,2024-01-22,Withdrawal,Born rock them think left shake read.,-1546.5
94313,2023-03-17,Transfer,West under purpose dog despite.,1891.89
94313,2023-07-30,Fee,Leave through popular safe full.,1001.32
94313,2021-10-16,Payment,Young pull new until despite.,-1926.32
94313,2023-11-24,Fee,Care series beyond catch few.,-1212.01
94313,2021-11-01,Payment,Feel without song decade financial control.,540.72
94313,2024-12-20,Deposit,Street natural produce thousand.,-1850.63
94313,2022-01-20,Payment,Former five traditional.,1703.35
94313,2023-01-30,Payment,Animal use information school.,517.1
38093,2024-04-30,Withdrawal,North health response toward tonight oil.,-1777.79
38093,2025-03-21,Fee,Change church require growth speak.,-1688.19
38093,2024-10-03,Deposit,Play ahead to.,118.29
38093,2024-12-03,Withdrawal,However could pick.,-228.75
38093,2025-01-17,Withdrawal,Hundred nature positive poor.,502.35
38093,2025-02-28,Deposit,And production she.,-64.26
38093,2024-07-22,Deposit,Wish foreign son near choice.,146.2
38093,2024-04-16,Payment,War doctor his up agreement staff.,-618.21
38093,2025-03-10,Fee,Happy none involve right hour.,-674.07
38093,2025-01-22,Payment,Why education difficult hot itself factor.,1683.51
38093,2024-05-01,Payment,Above national conference will include.,-781.44
38093,2025-03-03,Fee,Visit response under same.,-1601.33
38093,2024-06-27,Fee,Own choose reveal though win.,-1082.57
38093,2024-06-14,Payment,Big generation allow mind firm.,-5.41
38093,2024-11-02,Payment,Experience job create money.,872.17
38093,2025-02-25,Deposit,Statement particularly both space worker either.,-544.28
38093,2024-05-01,Withdrawal,Decade story animal.,165.1
38093,2024-09-24,Deposit,Idea spend read.,356.76
38093,2025-03-08,Withdrawal,Series result test play.,503.2
38093,2024-12-14,Fee,Suggest central hit pressure that.,-1941.39
38093,2024-09-02,Withdrawal,Movement standard father suddenly herself record.,1079.85
38093,2024-08-19,Transfer,Least but have.,-195.56
38093,2025-02-17,Transfer,Fly likely step require.,867.84
28047,2024-02-03,Fee,Energy wear business reason likely air.,1557.29
28047,2022-04-19,Payment,Everything employee sound whatever two.,-914.9
28047,2022-07-17,Deposit,Direction population explain develop plant.,1113.46
28047,2023-12-07,Deposit,Sound attorney door politics vote most.,1311.98
28047,2022-10-28,Fee,Name discuss say wait simply five.,1877.75
28047,2025-03-22,Payment,Any purpose my bed bill.,-1477.24
28047,2022-10-04,Deposit,Fish side you listen.,-337.02
28047,2023-11-12,Payment,Collection chance process.,-1459.43
28047,2024-12-06,Fee,Nation claim research visit size on.,-556.72
28047,2024-12-22,Withdrawal,Quickly especially decide watch.,616.19
28047,2024-12-04,Payment,Mr kitchen put.,-153.87
28047,2024-05-05,Payment,Imagine relationship soon act out prepare.,626.3
28047,2022-06-30,Deposit,Present choose dinner city measure rock.,-379.77
28047,2023-02-17,Payment,Challenge tax hospital writer full.,112.61
28047,2024-12-19,Fee,More partner surface work.,1255.43
28047,2024-12-12,Fee,Kind true from above.,1881.03
28047,2025-01-03,Withdrawal,Likely tree newspaper.,1229.71
28047,2024-12-12,Deposit,For agent hit floor scientist spring.,-781.7
28047,2024-02-22,Payment,Business recently generation matter blood.,65.22
28047,2022-09-03,Withdrawal,Law century town now across.,-37.64
28047,2023-05-03,Transfer,American deep world ball show seat.,-1111.83
28047,2025-02-19,Fee,Customer despite its.,1022.57
28047,2023-01-10,Withdrawal,Without community opportunity.,540.76
28047,2023-06-18,Payment,Life politics pretty physical.,855.08
28047,2023-08-24,Transfer,By artist challenge them camera.,-866.13
28047,2025-02-07,Fee,Learn stage computer computer whether ever.,1488.12
28047,2024-10-06,Deposit,Seven almost everybody couple their.,-1064.37
28047,2023-05-05,Transfer,Important no hit those staff.,1752.49
28047,2024-01-29,Payment,Goal situation my each exactly.,-1695.54
46839,2024-07-15,Withdrawal,Theory model positive particularly.,1021.19
46839,2024-05-24,Withdrawal,Writer see hold author authority.,1593.29
46839,2023-10-04,Fee,Cover network treat too get box.,-811.62
46839,2025-01-16,Payment,Medical true situation stand.,1307.37
46839,2024-01-14,Payment,Sound brother environmental.,1623.53
46839,2024-02-02,Payment,Generation attention degree which.,-1122.99
46839,2024-05-30,Transfer,See my wear leg.,-339.69
57775,2023-12-06,Fee,Example tonight at show build teacher.,356.67
57775,2022-05-15,Fee,Heavy activity season blood I.,-1644.24
57775,2021-11-20,Transfer,Alone tax blood.,487.98
57775,2022-05-20,Deposit,Allow meeting show I some.,-1639.66
57775,2023-02-06,Withdrawal,Give instead fight might PM.,-26.12
57775,2021-12-23,Deposit,Finish benefit occur but rate seven.,-518.06
57775,2024-05-11,Deposit,Here arm market identify capital.,1175.73
57775,2024-01-29,Payment,Management fish seven boy second big.,-1505.65
57775,2022-11-15,Transfer,Relate recently tonight expect all.,-93.11
57775,2023-10-05,Payment,Administration factor interview necessary also admit.,-1833.32
57775,2022-08-14,Transfer,Four college watch affect buy firm.,413.55
2626,2024-11-03,Deposit,Contain force where note.,-487.92
2626,2023-03-18,Deposit,Too strong mean too something.,-1750.2
2626,2024-10-15,Deposit,Agree wrong it seem.,-306.4
2626,2024-04-28,Deposit,From light those culture.,-444.38
2626,2024-12-02,Withdrawal,Rule take education shake bring fill.,-1824.69
2626,2024-07-04,Withdrawal,Throughout according another property determine.,-677.43
2626,2024-11-21,Deposit,Real whatever poor around section.,1138.91
2626,2024-07-08,Deposit,Dog continue though.,-1321.91
2626,2024-11-26,Fee,Thought level believe.,-1824.43
2626,2023-06-19,Withdrawal,Man third throw.,-1398.47
2626,2023-12-16,Deposit,Hundred debate as down.,-598.77
2626,2023-08-16,Deposit,Newspaper born relate know sure recently.,1540.4
2626,2023-05-05,Deposit,These story act fight billion.,-1659.97
2626,2023-06-17,Fee,Enjoy avoid huge leave.,1296.56
2626,2023-04-06,Transfer,For environment write require.,1782.09
2626,2023-01-11,Transfer,Book particular nor.,1258.09
2626,2023-10-25,Withdrawal,Fine set hotel onto.,1372.97
2626,2025-02-14,Deposit,Stand field right foot indicate view.,1514.33
2626,2023-10-18,Withdrawal,Poor continue big system.,1515.0
2626,2023-06-05,Payment,Owner employee someone but.,1433.84
2626,2023-05-27,Fee,Something born animal what value dog.,-822.07
2626,2023-12-26,Withdrawal,Though feeling heavy.,613.97
2626,2022-12-14,Fee,Approach effort crime board.,1019.71
2626,2025-03-09,Transfer,Level hot modern pick.,-208.32
2626,2023-04-10,Fee,Statement common admit.,-1399.06
2626,2023-10-31,Transfer,His thousand respond country few become.,859.52
46021,2022-02-09,Payment,Shake despite can forget.,207.24
46021,2022-01-03,Withdrawal,To network old certain poor need.,-1518.18
46021,2021-10-26,Fee,Wide bag remain between.,-698.77
46021,2020-12-17,Transfer,Risk yet never investment Mrs opportunity.,-568.22
46021,2023-06-18,Payment,Effect drop woman tax various.,424.16
46021,2020-08-26,Deposit,Today else over onto practice.,-1754.8
46021,2023-06-27,Withdrawal,Positive while adult far.,1694.0
46021,2024-02-26,Withdrawal,Either take else tend source law.,-500.78
46021,2023-01-02,Withdrawal,Only east song.,1317.16
46021,2024-09-21,Payment,Federal treatment lawyer.,-1200.93
46021,2021-01-30,Fee,Single near place.,1384.27
46021,2021-07-24,Payment,Four find place news husband increase.,368.59
46021,2023-11-04,Withdrawal,Final information look least walk.,1923.67
46021,2023-06-21,Withdrawal,Laugh necessary model short note support.,379.97
46021,2023-12-29,Payment,Ok sense though.,823.15
46021,2021-05-15,Deposit,Allow only pretty.,474.48
46021,2021-06-01,Deposit,Nation guy computer happen.,-134.71
46021,2023-03-12,Withdrawal,Them increase front start.,-1129.31
46021,2024-09-11,Fee,Mean expert manage particular do.,1930.34
46021,2023-11-01,Fee,Later build property admit development.,365.83
46021,2021-09-11,Transfer,Hit news summer quality.,1071.2
46021,2023-10-15,Deposit,Manage itself manager break bring.,-223.44
65006,2023-05-11,Withdrawal,Report really win control score.,893.52
65006,2022-06-27,Fee,Collection begin enjoy.,-228.61
65006,2022-03-11,Withdrawal,Turn quite box control everybody although.,682.77
65006,2024-05-01,Payment,Area alone quite upon over.,-1940.85
65006,2023-08-09,Deposit,Her control production present.,-437.88
65006,2024-05-04,Withdrawal,Positive skin method book interesting owner.,1557.79
65006,2020-12-15,Withdrawal,Word tell foreign record make election.,-362.61
86141,2022-02-07,Payment,Develop manager close.,-215.17
86141,2021-02-05,Deposit,Customer heavy be.,-615.29
86141,2024-11-22,Transfer,According heart three left.,812.4
86141,2022-07-21,Payment,Stock year purpose human laugh remain.,-547.44
86141,2023-02-02,Withdrawal,Lose if throw traditional.,-796.78
86141,2022-09-09,Deposit,Pull education huge address light simple.,-776.52
86141,2021-04-23,Payment,Figure best past wrong.,101.6
86141,2023-02-15,Payment,Fire line better world.,1117.32
86141,2020-09-03,Fee,Nor a poor effect.,-1283.13
86141,2022-06-19,Fee,Against say human resource choose.,1835.27
86141,2024-05-28,Deposit,May former somebody sea age.,-1094.55
86141,2023-08-07,Transfer,Unit share choice success born.,-535.99
86141,2021-02-06,Transfer,Character throw plan challenge lead.,86.29
86141,2023-04-10,Payment,Structure couple minute.,1667.92
88779,2023-11-09,Deposit,Thought join American matter term hand.,381.12
88779,2022-03-07,Fee,Media loss he during.,161.66
88779,2023-07-17,Fee,Accept score son may environmental floor.,-1828.07
88779,2023-01-21,Withdrawal,Suffer fear Democrat few the.,82.61
88779,2022-11-30,Fee,Exactly member president.,906.68
88779,2024-03-06,Withdrawal,Hope anything nature food land thing data.,89.8
88779,2023-02-19,Payment,Head evening money his already.,-1206.39
88779,2024-02-22,Transfer,Use likely young source.,687.82
88779,2023-12-28,Payment,Rise above customer several.,-1200.28
88779,2022-01-04,Deposit,Risk arm learn performance majority play.,-1415.6
88779,2024-01-14,Payment,Real great could record.,282.63
88779,2023-10-25,Deposit,They baby daughter.,-1083.01
88779,2024-05-09,Transfer,Be health actually audience new start.,53.15
88779,2021-10-18,Payment,Continue protect central could mention.,1972.38
88779,2023-08-25,Fee,Find question I officer agency degree.,785.6
88779,2024-10-07,Withdrawal,Individual social send message claim source.,1633.71
88779,2022-09-03,Payment,Production decision ever without.,-1798.79
27007,2024-07-06,Payment,Mrs forget third growth senior later.,631.93
27007,2022-04-23,Fee,Matter alone upon.,650.33
27007,2023-03-06,Fee,Turn character receive its authority.,811.15
27007,2025-02-28,Deposit,Item water hour test.,286.45
27007,2023-07-04,Transfer,Modern attention debate laugh.,-32.95
27007,2023-06-28,Payment,Near trial heavy treat door coach.,-1991.13
91651,2022-12-24,Deposit,Couple six end.,15.1
91651,2023-03-07,Withdrawal,Policy off democratic image.,1717.72
91651,2023-10-15,Deposit,Note low group.,-1086.72
91651,2023-10-12,Deposit,House where start.,-1372.77
91651,2024-02-11,Deposit,Guess hospital hundred better more political.,1889.81
91651,2023-03-15,Fee,Concern someone soldier power eight.,1047.88
91651,2024-12-04,Withdrawal,Summer system city year control cold.,-1353.79
2788,2025-02-04,Transfer,Meeting science thought happen story few.,-1418.02
2788,2025-02-05,Payment,Either today west know.,620.64
2788,2025-01-23,Deposit,Perform none want old natural save sit.,-1841.85
2788,2025-01-08,Deposit,Part day sometimes level material require.,-1533.44
2788,2025-03-20,Withdrawal,System law above role bill.,-1287.22
2788,2025-02-15,Transfer,Interest tend mind lot set.,-223.38
2788,2025-02-03,Withdrawal,Various attack bed professional less.,-891.73
2788,2025-01-06,Payment,Level market quite election physical.,-108.93
2788,2025-03-02,Transfer,Similar same both pull.,-976.13
2788,2025-03-14,Fee,Effect letter then impact someone.,-1154.91
2788,2025-01-12,Withdrawal,Along vote form you wrong.,-749.52
2788,2025-01-20,Fee,Around section yard brother.,-644.08
2788,2025-02-02,Payment,Experience industry respond watch.,-414.29
2788,2025-01-24,Withdrawal,None hand environmental program current.,-1295.92
2788,2025-01-01,Withdrawal,Learn how such.,-1745.99
2788,2025-03-13,Payment,Near space big care policy.,6.18
2788,2025-03-13,Fee,Receive structure night.,-1658.09
2788,2025-01-05,Transfer,Site sea major.,941.12
2788,2025-03-06,Transfer,Lead involve easy thought.,1883.58
2788,2025-01-27,Fee,Among tonight choice us red.,850.75
2788,2025-03-14,Payment,Development husband miss around.,-1572.67
2788,2025-03-21,Transfer,Though on remember.,1403.56
2788,2025-03-15,Transfer,Happen especially exist goal spring.,-1829.9
2788,2025-03-21,Fee,Rest minute eat this response.,-494.4
44693,2023-08-07,Transfer,Guy about various feel throw evidence.,-438.17
44693,2023-09-15,Deposit,Serve write away black possible.,744.21
44693,2023-01-20,Transfer,Trouble who receive everyone.,-349.35
44693,2024-11-25,Payment,Talk light since military least.,-586.88
44693,2023-08-13,Fee,Claim just others candidate up.,-1534.23
44693,2023-06-14,Deposit,Minute herself heart.,106.81
44693,2023-01-18,Deposit,Fear fall garden.,627.56
44693,2024-09-29,Withdrawal,Mean song national.,158.51
44693,2023-07-20,Transfer,Majority similar fast west air.,1372.35
44693,2023-12-30,Deposit,Serious herself job.,1693.15
44693,2024-12-27,Transfer,Possible dog provide some available.,1250.95
44693,2023-12-25,Transfer,Democratic any find.,-1232.11
44693,2023-05-04,Deposit,Themselves worker several.,294.13
44693,2023-01-27,Fee,Quickly wear score perform piece another.,462.33
44693,2023-05-23,Transfer,List daughter happy anything.,-1457.45
44693,2024-05-06,Fee,Each I decide something several.,635.48
44693,2022-12-23,Transfer,Bring similar whatever have.,-723.24
44693,2024-02-02,Deposit,Summer cover letter support want.,-1681.79
44693,2023-12-21,Fee,Fear per born unit different.,1500.41
44693,2023-12-26,Deposit,Hold company animal because hair box.,898.63
44693,2024-03-22,Payment,Trouble center necessary.,-991.97
44693,2023-07-11,Deposit,Under environment artist turn continue.,-971.04
44693,2023-02-03,Withdrawal,Bed magazine shake officer open involve.,-835.57
44693,2023-12-09,Withdrawal,The city often talk church.,-352.78
27488,2024-09-20,Fee,Wear traditional begin billion military officer.,-83.37
27488,2021-01-21,Transfer,Life sure manager often itself while.,-1498.36
27488,2023-12-23,Deposit,Necessary song company likely fall.,-676.15
27488,2021-02-19,Fee,No spend PM minute.,-218.06
18439,2023-11-19,Fee,Black special about.,827.84
18439,2023-06-06,Fee,Receive institution case south.,-699.45
18439,2022-09-22,Withdrawal,Western he low.,40.51
18439,2024-07-31,Payment,New office join without staff.,-1114.65
18439,2024-01-14,Payment,Well camera care central world.,1283.16
18439,2024-03-02,Transfer,Character newspaper prevent relate history.,243.55
18439,2024-05-09,Fee,Live certain identify assume can difference.,1032.17
18439,2023-12-17,Fee,Executive head pretty eight other.,-580.89
18439,2024-05-15,Payment,Itself away enough full and.,-177.52
18439,2024-03-13,Withdrawal,Note with western where half may.,1045.9
18439,2023-05-10,Payment,Top art care we choice.,-1825.88
18439,2024-06-12,Withdrawal,Then action hold.,1933.27
18439,2024-11-20,Withdrawal,Past early nearly common partner.,-1999.31
18439,2024-03-29,Payment,Seven must among.,-1455.89
18439,2024-10-10,Deposit,A economic may cold probably.,1372.36
18439,2023-10-14,Withdrawal,Certainly hour figure environmental.,428.88
18439,2025-02-09,Deposit,How doctor whose tell.,-255.02
18439,2024-09-01,Deposit,Maintain miss church human.,1660.3
50206,2024-06-30,Payment,American option walk detail.,-1904.01
50206,2024-10-17,Transfer,Control man customer only morning.,137.51
50206,2024-11-05,Payment,Her exactly civil stop wind.,-427.74
50206,2023-09-17,Payment,Single later look system gun girl.,-1882.51
50206,2023-09-10,Withdrawal,Building blood hundred north.,-368.86
50206,2023-11-03,Payment,Able structure factor not.,733.48
50206,2024-01-08,Withdrawal,Democratic themselves some painting size.,1276.03
50206,2023-12-18,Deposit,Carry site likely just career guess.,-43.25
50206,2024-01-06,Fee,Everything discover street water.,1225.87
50206,2025-02-24,Withdrawal,Authority single television experience way.,1422.63
53768,2024-07-27,Withdrawal,Maybe they government white.,361.48
53768,2024-07-05,Fee,Contain inside year.,949.86
53768,2024-04-27,Withdrawal,Hot mission section.,-213.01
53768,2024-04-16,Payment,Later offer about fund.,283.99
53768,2024-03-03,Deposit,Goal realize imagine economy prevent.,-1933.68
53768,2024-06-08,Payment,American bag stay.,-1659.96
53768,2024-12-23,Fee,Store central risk must ground research.,1950.17
53768,2023-12-31,Deposit,Reflect start a.,267.0
53768,2023-08-06,Transfer,Quickly adult arrive produce building.,1579.31
53768,2025-03-17,Deposit,Remain computer hospital evidence within.,-665.66
53768,2023-09-25,Transfer,Apply like teach although hot movement.,-1399.39
53768,2024-03-10,Fee,Tax memory meeting many southern.,-932.79
87439,2023-08-16,Payment,Entire such company sister.,-346.98
87439,2024-09-07,Fee,Center despite kid any.,-1825.21
87439,2023-12-21,Deposit,Wrong practice stock rise.,-266.16
87439,2023-11-12,Fee,Music wait left black top.,-1713.43
87439,2023-09-16,Deposit,Almost final thus member far culture.,-40.94
87439,2024-07-28,Deposit,Free take some throughout hair but.,446.12
87439,2025-03-22,Payment,Ask idea behavior collection.,-1048.91
87439,2024-03-23,Fee,Soon green economic customer administration act.,215.0
87439,2023-12-22,Payment,Guy environment management night.,-714.36
87439,2025-01-10,Transfer,New each shoulder public million forget.,-1807.04
87439,2024-07-26,Withdrawal,Pay him community local any pick.,429.2
87439,2024-08-01,Payment,Allow entire toward.,-1020.46
87439,2024-01-10,Payment,Administration resource compare major far serious.,-93.85
14315,2023-03-14,Transfer,Lawyer get from defense seven charge.,-1686.86
14315,2024-06-18,Withdrawal,That collection center hair.,-1559.61
14315,2024-07-30,Transfer,Seem hot window.,-1363.06
14315,2022-01-06,Fee,Magazine side machine industry family activity.,-1614.67
14315,2024-03-02,Fee,Major job into number activity send.,-1656.2
14315,2022-07-28,Deposit,Scientist argue international.,1756.01
14315,2024-11-17,Fee,That wrong top argue.,425.25
14315,2024-10-22,Withdrawal,Treatment always agent student.,802.99
14315,2024-12-14,Transfer,Available him girl green research keep.,734.65
14315,2022-03-03,Deposit,Hot those idea.,-1282.04
14315,2023-05-03,Payment,Church father foot.,1877.75
14315,2024-08-04,Fee,Visit ahead by now main radio.,-511.1
14315,2024-04-06,Payment,Social cell close attorney.,270.34
14315,2023-12-02,Transfer,Edge development husband break.,-473.82
14315,2025-02-24,Fee,Particular there her manager since.,-1988.72
14315,2022-07-25,Withdrawal,Every individual Democrat.,-1084.49
23201,2024-07-07,Withdrawal,Most activity board artist.,1866.33
23201,2021-11-09,Deposit,Increase participant during nature president week.,1676.77
23201,2024-08-24,Fee,Call few black.,-213.48
23201,2024-09-10,Payment,Goal shoulder business child quality.,-112.4
23201,2024-02-12,Deposit,Turn question bag degree goal.,-311.64
23201,2023-12-05,Deposit,Day write stay culture.,-1162.61
23201,2023-12-15,Deposit,Positive American suffer production season manage.,1065.98
23201,2022-07-10,Withdrawal,Five fine million loss say.,902.27
23201,2024-07-25,Transfer,Head mention value political part could.,-837.86
23201,2024-06-19,Transfer,Tonight especially move.,-1799.65
23201,2023-07-07,Payment,Eight room especially west drive.,-1691.68
23201,2022-11-25,Transfer,Box vote particularly create.,1574.35
23201,2024-06-01,Payment,Onto center even.,-1351.27
23201,2023-06-25,Deposit,Per hold then full next.,1847.41
23201,2023-06-10,Payment,Toward which accept current plan.,1794.86
23201,2022-01-24,Withdrawal,Political foot second page affect.,-1070.56
23201,2023-10-03,Payment,Meet act ball.,1226.75
23201,2021-01-17,Transfer,Step after range employee.,1703.82
23201,2023-04-22,Payment,Thousand either series wait big political.,-1738.66
23201,2021-02-13,Transfer,Another each personal finish.,-1835.61
23201,2024-01-11,Withdrawal,Every professor often money.,-364.9
23201,2022-11-02,Fee,Necessary second take across participant.,1075.88
23201,2025-03-21,Deposit,None pattern for could story within.,-428.52
23201,2024-10-18,Transfer,Past well thing finally yet.,-1718.9
23201,2021-02-10,Withdrawal,Have husband someone.,1299.71
23201,2022-01-21,Deposit,Main thing success.,646.68
23201,2023-11-02,Withdrawal,Scene read art fine interesting.,1800.25
23201,2022-05-02,Payment,Society trouble ok nation answer.,623.83
23201,2022-08-12,Transfer,Nothing role before eight.,776.99
23201,2021-11-06,Transfer,Nearly throw happen road apply woman.,-1949.3
45202,2024-05-28,Transfer,Surface voice enjoy.,-1399.55
45202,2023-10-25,Transfer,People good race ask.,-1886.52
45202,2024-12-11,Deposit,Decade treat traditional tend.,-1240.48
45202,2023-11-07,Payment,Important environmental particularly.,-1555.26
45202,2023-11-08,Deposit,Window gun drive table.,-1637.9
45202,2024-12-14,Transfer,Simply without feel she serious store.,-643.77
45202,2024-05-05,Payment,Move amount west effect.,1609.35
45202,2024-01-26,Payment,Senior western city stand series interview.,-797.54
45202,2024-11-09,Transfer,Both piece bring measure heart.,-1079.31
45202,2024-09-11,Withdrawal,Generation administration watch method most both.,950.73
45202,2023-12-22,Withdrawal,State those during.,-1752.12
45202,2024-02-18,Fee,Choice away law region.,1308.63
45202,2023-11-17,Withdrawal,Behavior figure director various hour.,-128.26
45202,2024-09-16,Withdrawal,Police hotel realize difficult stuff campaign.,688.87
46341,2024-04-07,Transfer,Candidate one respond institution.,-1047.59
46341,2023-09-26,Fee,Prepare mention third.,1409.1
46341,2023-09-04,Transfer,Never sell energy give.,636.91
46341,2023-08-14,Transfer,Like soldier note.,-1224.03
46341,2025-01-04,Withdrawal,Enjoy break term get southern likely.,-1989.75
46341,2025-02-26,Withdrawal,Leave plant prevent example around environment.,319.97
46341,2024-06-15,Deposit,Success letter best enough.,-1512.74
46341,2023-10-25,Withdrawal,Action claim could provide.,1456.56
46341,2025-01-21,Payment,Until list ten lead.,-1879.12
46341,2023-02-24,Deposit,Customer voice red.,1836.24
46341,2023-08-25,Payment,One play claim difference.,1298.66
46341,2024-02-23,Withdrawal,Growth increase group girl its.,-1076.96
46341,2024-12-06,Transfer,Conference mother your whom movie break.,-1697.58
46341,2024-01-28,Fee,Data candidate dog woman shake early.,1740.39
46341,2023-11-08,Fee,Front work opportunity.,1896.26
46341,2024-07-18,Withdrawal,Trial five easy per while provide.,1034.77
46341,2023-11-16,Withdrawal,Human guess especially anyone crime audience.,-1556.84
62409,2022-10-14,Withdrawal,Be fall others.,-292.1
62409,2024-02-02,Withdrawal,Better identify week law near.,-263.42
