CustomerID,MonthEndDate,Balance
43987,2023-03-27,29291.48
43987,2023-04-27,33887.14
43987,2023-05-27,31798.84
43987,2023-06-27,31417.95
43987,2023-07-27,29572.36
43987,2023-08-27,29811.38
43987,2023-09-27,34280.38
43987,2023-10-27,31202.18
43987,2023-11-27,32200.17
43987,2023-12-27,31110.53
43987,2024-01-27,34768.35
43987,2024-02-27,29902.43
43987,2024-03-27,33066.06
43987,2024-04-27,34286.7
43987,2024-05-27,32768.08
43987,2024-06-27,33623.18
43987,2024-07-27,33148.97
43987,2024-08-27,31933.42
43987,2024-09-27,34823.02
43987,2024-10-27,30164.11
43987,2024-11-27,30301.15
43987,2024-12-27,30455.31
22258,2022-03-22,41407.54
22258,2022-04-22,40585.42
22258,2022-05-22,38293.84
22258,2022-06-22,37625.51
22258,2022-07-22,38663.05
22258,2022-08-22,41327.62
22258,2022-09-22,38520.9
22258,2022-10-22,41704.37
22258,2022-11-22,37978.25
22258,2022-12-22,41096.1
22258,2023-01-22,39867.46
22258,2023-02-22,38795.04
22258,2023-03-22,35870.44
22258,2023-04-22,36733.64
22258,2023-05-22,37875.04
22258,2023-06-22,41603.69
22258,2023-07-22,38224.99
22258,2023-08-22,40827.02
22258,2023-09-22,39111.07
22258,2023-10-22,41166.36
22258,2023-11-22,36033.06
22258,2023-12-22,41262.47
22258,2024-01-22,36203.23
22258,2024-02-22,37187.45
22258,2024-03-22,36271.92
22258,2024-04-22,37739.72
22258,2024-05-22,36421.77
22258,2024-06-22,38747.97
22258,2024-07-22,41301.95
22258,2024-08-22,41118.86
22258,2024-09-22,40558.78
22258,2024-10-22,37492.0
22258,2024-11-22,40328.19
22258,2024-12-22,39634.47
22258,2025-01-22,36573.12
22258,2025-02-22,35912.29
156,2024-11-08,57710.95
156,2024-12-08,53241.77
156,2025-01-08,53725.51
5245,2020-11-07,48466.33
5245,2020-12-07,46168.57
5245,2021-01-07,45923.54
5245,2021-02-07,48080.81
5245,2021-03-07,48236.17
5245,2021-04-07,44584.31
5245,2021-05-07,48633.84
5245,2021-06-07,43584.31
5245,2021-07-07,44315.71
5245,2021-08-07,45944.72
5245,2021-09-07,46059.17
5245,2021-10-07,47033.98
5245,2021-11-07,43596.67
5245,2021-12-07,45958.92
5245,2022-01-07,44310.78
5245,2022-02-07,42881.64
5245,2022-03-07,47943.05
5245,2022-04-07,43195.33
5245,2022-05-07,48367.1
5245,2022-06-07,43189.84
5245,2022-07-07,47848.94
5245,2022-08-07,43288.72
5245,2022-09-07,43266.43
5245,2022-10-07,44369.76
5245,2022-11-07,47743.97
5245,2022-12-07,46066.55
5245,2023-01-07,46076.65
5245,2023-02-07,48086.25
5245,2023-03-07,44637.76
5245,2023-04-07,48107.23
5245,2023-05-07,45281.58
5245,2023-06-07,46267.79
5245,2023-07-07,46596.85
5245,2023-08-07,43166.45
5245,2023-09-07,47907.62
5245,2023-10-07,45230.76
5245,2023-11-07,44235.07
5245,2023-12-07,43981.53
5245,2024-01-07,47937.99
5245,2024-02-07,44801.07
5245,2024-03-07,43071.57
5245,2024-04-07,47847.92
5245,2024-05-07,46697.29
5245,2024-06-07,43878.51
5245,2024-07-07,44245.93
5245,2024-08-07,44062.64
5245,2024-09-07,48461.48
5245,2024-10-07,47531.8
5245,2024-11-07,43461.79
5245,2024-12-07,43699.09
5245,2025-01-07,48055.64
94313,2021-01-25,23467.36
94313,2021-02-25,19134.2
94313,2021-03-25,22610.23
94313,2021-04-25,20233.15
94313,2021-05-25,21281.15
94313,2021-06-25,21020.33
94313,2021-07-25,24220.12
94313,2021-08-25,18965.32
94313,2021-09-25,20853.95
94313,2021-10-25,22137.54
94313,2021-11-25,23795.28
94313,2021-12-25,18635.22
94313,2022-01-25,20641.74
94313,2022-02-25,21444.16
94313,2022-03-25,21951.98
94313,2022-04-25,24413.78
94313,2022-05-25,18905.93
94313,2022-06-25,24104.04
94313,2022-07-25,19714.64
94313,2022-08-25,20930.92
94313,2022-09-25,20275.6
94313,2022-10-25,19623.78
94313,2022-11-25,24406.36
94313,2022-12-25,18943.58
94313,2023-01-25,19164.42
94313,2023-02-25,21151.59
94313,2023-03-25,21828.87
94313,2023-04-25,22190.76
94313,2023-05-25,19932.29
94313,2023-06-25,21407.03
94313,2023-07-25,20779.2
94313,2023-08-25,22494.8
94313,2023-09-25,18624.06
94313,2023-10-25,24132.53
94313,2023-11-25,18881.38
94313,2023-12-25,20263.36
94313,2024-01-25,23827.66
94313,2024-02-25,19753.65
94313,2024-03-25,21520.8
94313,2024-04-25,22678.44
94313,2024-05-25,23356.4
94313,2024-06-25,22349.52
94313,2024-07-25,20587.87
94313,2024-08-25,21024.56
94313,2024-09-25,19819.85
94313,2024-10-25,19771.64
94313,2024-11-25,22363.77
94313,2024-12-25,19139.79
38093,2024-04-14,16998.4
38093,2024-05-14,17516.37
38093,2024-06-14,16563.92
38093,2024-07-14,16456.73
38093,2024-08-14,19798.29
38093,2024-09-14,16592.58
38093,2024-10-14,16552.42
38093,2024-11-14,16739.31
38093,2024-12-14,17816.96
38093,2025-01-14,17814.16
38093,2025-02-14,19404.3
28047,2022-04-03,42379.93
28047,2022-05-03,39358.9
28047,2022-06-03,40066.95
28047,2022-07-03,38764.16
28047,2022-08-03,38675.12
28047,2022-09-03,37807.8
28047,2022-10-03,37907.66
28047,2022-11-03,42983.02
28047,2022-12-03,43204.27
28047,2023-01-03,40903.66
28047,2023-02-03,42299.37
28047,2023-03-03,41754.23
28047,2023-04-03,37995.18
28047,2023-05-03,42689.98
28047,2023-06-03,42052.58
28047,2023-07-03,41636.16
28047,2023-08-03,42439.96
28047,2023-09-03,40136.13
28047,2023-10-03,41810.86
28047,2023-11-03,39140.46
28047,2023-12-03,43239.63
28047,2024-01-03,42569.94
28047,2024-02-03,38871.88
28047,2024-03-03,41602.93
28047,2024-04-03,41723.33
28047,2024-05-03,41428.17
28047,2024-06-03,38377.87
28047,2024-07-03,42535.87
28047,2024-08-03,39754.96
28047,2024-09-03,38235.75
28047,2024-10-03,39666.93
28047,2024-11-03,40355.02
28047,2024-12-03,40312.59
28047,2025-01-03,42356.39
46839,2023-09-27,99147.2
46839,2023-10-27,102413.69
46839,2023-11-27,101218.69
46839,2023-12-27,101248.45
46839,2024-01-27,98433.95
46839,2024-02-27,101530.5
46839,2024-03-27,102141.92
46839,2024-04-27,100847.69
46839,2024-05-27,98540.29
46839,2024-06-27,100945.9
46839,2024-07-27,103426.45
46839,2024-08-27,99228.65
46839,2024-09-27,103489.7
46839,2024-10-27,100884.16
46839,2024-11-27,99100.22
46839,2024-12-27,100333.65
46839,2025-01-27,98882.83
46839,2025-02-27,99510.13
57775,2021-08-04,100899.41
57775,2021-09-04,100286.52
57775,2021-10-04,99807.12
57775,2021-11-04,102721.95
57775,2021-12-04,101877.82
57775,2022-01-04,98998.68
57775,2022-02-04,104104.05
57775,2022-03-04,100064.31
57775,2022-04-04,103812.84
57775,2022-05-04,99188.24
57775,2022-06-04,104097.62
57775,2022-07-04,102474.99
57775,2022-08-04,102648.28
57775,2022-09-04,102438.17
57775,2022-10-04,100153.23
57775,2022-11-04,101587.15
57775,2022-12-04,100043.27
57775,2023-01-04,100286.53
57775,2023-02-04,101527.85
57775,2023-03-04,103042.96
57775,2023-04-04,102404.06
57775,2023-05-04,99285.54
57775,2023-06-04,100470.71
57775,2023-07-04,102855.13
57775,2023-08-04,98775.75
57775,2023-09-04,99856.38
57775,2023-10-04,102917.88
57775,2023-11-04,103933.7
57775,2023-12-04,98687.22
57775,2024-01-04,99187.93
57775,2024-02-04,101129.14
57775,2024-03-04,101313.96
57775,2024-04-04,103734.01
57775,2024-05-04,101849.73
57775,2024-06-04,103806.56
57775,2024-07-04,102260.95
57775,2024-08-04,101116.49
57775,2024-09-04,100476.86
57775,2024-10-04,99295.12
57775,2024-11-04,100782.78
57775,2024-12-04,98601.04
57775,2025-01-04,101754.03
57775,2025-02-04,102759.13
2626,2022-11-07,89948.72
2626,2022-12-07,93981.74
2626,2023-01-07,89114.33
2626,2023-02-07,92858.75
2626,2023-03-07,89482.76
2626,2023-04-07,91187.37
2626,2023-05-07,94299.75
2626,2023-06-07,89895.73
2626,2023-07-07,91688.4
2626,2023-08-07,92253.87
2626,2023-09-07,90143.92
2626,2023-10-07,91784.28
2626,2023-11-07,93983.86
2626,2023-12-07,90473.24
2626,2024-01-07,88940.51
2626,2024-02-07,90300.71
2626,2024-03-07,92581.59
2626,2024-04-07,91354.88
2626,2024-05-07,89014.34
2626,2024-06-07,91446.52
2626,2024-07-07,90866.63
2626,2024-08-07,93069.49
2626,2024-09-07,91623.92
2626,2024-10-07,92414.32
2626,2024-11-07,94153.71
2626,2024-12-07,93906.2
2626,2025-01-07,89974.41
2626,2025-02-07,91813.62
46021,2020-03-09,74836.39
46021,2020-04-09,76138.26
46021,2020-05-09,72629.72
46021,2020-06-09,72645.84
46021,2020-07-09,75488.62
46021,2020-08-09,74312.38
46021,2020-09-09,78294.52
46021,2020-10-09,74342.48
46021,2020-11-09,76221.47
46021,2020-12-09,72993.54
46021,2021-01-09,78294.86
46021,2021-02-09,77907.78
46021,2021-03-09,75702.24
46021,2021-04-09,75480.53
46021,2021-05-09,76812.85
46021,2021-06-09,75439.0
46021,2021-07-09,73757.14
46021,2021-08-09,78015.7
46021,2021-09-09,73347.59
46021,2021-10-09,76080.79
46021,2021-11-09,77698.3
46021,2021-12-09,75313.84
46021,2022-01-09,74371.37
46021,2022-02-09,74089.1
46021,2022-03-09,73248.75
46021,2022-04-09,74727.25
46021,2022-05-09,78156.81
46021,2022-06-09,72522.92
46021,2022-07-09,75498.24
46021,2022-08-09,72416.31
46021,2022-09-09,77695.13
46021,2022-10-09,76185.64
46021,2022-11-09,77675.73
46021,2022-12-09,75255.01
46021,2023-01-09,78002.08
46021,2023-02-09,73657.28
46021,2023-03-09,78011.13
46021,2023-04-09,72399.92
46021,2023-05-09,72633.1
46021,2023-06-09,74593.04
46021,2023-07-09,75224.68
46021,2023-08-09,74476.1
46021,2023-09-09,73753.23
46021,2023-10-09,75448.43
46021,2023-11-09,76300.52
46021,2023-12-09,78274.69
46021,2024-01-09,73692.13
46021,2024-02-09,73333.06
46021,2024-03-09,75361.34
46021,2024-04-09,72668.99
46021,2024-05-09,72595.67
46021,2024-06-09,77507.04
46021,2024-07-09,72457.6
46021,2024-08-09,73580.12
46021,2024-09-09,73555.09
46021,2024-10-09,76527.82
46021,2024-11-09,77888.49
46021,2024-12-09,73288.78
65006,2020-07-28,48931.42
65006,2020-08-28,49336.06
65006,2020-09-28,48582.75
65006,2020-10-28,50328.0
65006,2020-11-28,51664.14
65006,2020-12-28,50383.18
65006,2021-01-28,50474.43
65006,2021-02-28,46943.07
65006,2021-03-28,47419.57
65006,2021-04-28,48497.41
65006,2021-05-28,50708.44
65006,2021-06-28,51349.41
65006,2021-07-28,50886.38
65006,2021-08-28,46883.21
65006,2021-09-28,46547.64
65006,2021-10-28,49113.67
65006,2021-11-28,48263.25
65006,2021-12-28,48129.36
65006,2022-01-28,51783.73
65006,2022-02-28,51445.49
65006,2022-03-28,51170.28
65006,2022-04-28,52220.84
65006,2022-05-28,50109.84
65006,2022-06-28,47616.56
65006,2022-07-28,46604.88
65006,2022-08-28,51164.51
65006,2022-09-28,48165.41
65006,2022-10-28,50558.6
65006,2022-11-28,46955.98
65006,2022-12-28,50567.27
65006,2023-01-28,46364.96
65006,2023-02-28,52137.55
65006,2023-03-28,50033.42
65006,2023-04-28,51143.7
65006,2023-05-28,51419.41
65006,2023-06-28,50639.63
65006,2023-07-28,47287.08
65006,2023-08-28,49076.02
65006,2023-09-28,50709.39
65006,2023-10-28,48011.49
65006,2023-11-28,47390.8
65006,2023-12-28,49032.78
65006,2024-01-28,50537.94
65006,2024-02-28,50063.99
65006,2024-03-28,48820.93
65006,2024-04-28,47285.8
65006,2024-05-28,51730.89
65006,2024-06-28,51107.85
65006,2024-07-28,47387.9
65006,2024-08-28,52060.93
65006,2024-09-28,50571.02
65006,2024-10-28,47948.56
65006,2024-11-28,50478.5
65006,2024-12-28,46836.27
65006,2025-01-28,50167.43
86141,2020-06-24,32337.92
86141,2020-07-24,28233.69
86141,2020-08-24,30828.95
86141,2020-09-24,30391.66
86141,2020-10-24,30030.95
86141,2020-11-24,33516.5
86141,2020-12-24,28472.52
86141,2021-01-24,31711.58
86141,2021-02-24,30448.14
86141,2021-03-24,33360.79
86141,2021-04-24,29435.81
86141,2021-05-24,30655.35
86141,2021-06-24,31754.42
86141,2021-07-24,33439.69
86141,2021-08-24,30208.8
86141,2021-09-24,31527.22
86141,2021-10-24,30630.67
86141,2021-11-24,33238.61
86141,2021-12-24,28069.51
86141,2022-01-24,28499.99
86141,2022-02-24,32720.5
86141,2022-03-24,29838.75
86141,2022-04-24,28356.48
86141,2022-05-24,28185.73
86141,2022-06-24,32823.12
86141,2022-07-24,31844.47
86141,2022-08-24,29472.82
86141,2022-09-24,30629.2
86141,2022-10-24,28233.58
86141,2022-11-24,28848.41
86141,2022-12-24,29307.89
86141,2023-01-24,28670.01
86141,2023-02-24,29743.45
86141,2023-03-24,32326.91
86141,2023-04-24,30145.03
86141,2023-05-24,28389.99
86141,2023-06-24,33117.98
86141,2023-07-24,29561.26
86141,2023-08-24,32545.08
86141,2023-09-24,31656.77
86141,2023-10-24,29319.78
86141,2023-11-24,30263.74
86141,2023-12-24,30192.21
86141,2024-01-24,33674.18
86141,2024-02-24,30381.34
86141,2024-03-24,31396.85
86141,2024-04-24,29249.56
86141,2024-05-24,30272.58
86141,2024-06-24,28089.21
86141,2024-07-24,30057.23
86141,2024-08-24,33156.42
86141,2024-09-24,27867.4
86141,2024-10-24,29741.86
86141,2024-11-24,33754.41
86141,2024-12-24,28246.2
88779,2021-07-07,50608.02
88779,2021-08-07,49603.67
88779,2021-09-07,52747.08
88779,2021-10-07,53742.98
88779,2021-11-07,54919.64
88779,2021-12-07,49532.86
88779,2022-01-07,51987.83
88779,2022-02-07,53529.72
88779,2022-03-07,51120.96
88779,2022-04-07,53079.01
88779,2022-05-07,54151.01
88779,2022-06-07,49888.09
88779,2022-07-07,53807.61
88779,2022-08-07,53125.01
88779,2022-09-07,51197.48
88779,2022-10-07,53893.42
88779,2022-11-07,51288.38
88779,2022-12-07,52262.09
88779,2023-01-07,50561.01
88779,2023-02-07,51039.29
88779,2023-03-07,54226.21
88779,2023-04-07,52173.02
88779,2023-05-07,49855.66
88779,2023-06-07,52147.5
88779,2023-07-07,50119.2
88779,2023-08-07,50423.25
88779,2023-09-07,54445.16
88779,2023-10-07,51540.69
88779,2023-11-07,51155.62
88779,2023-12-07,49668.58
88779,2024-01-07,53728.48
88779,2024-02-07,53549.93
88779,2024-03-07,50755.06
88779,2024-04-07,51199.3
88779,2024-05-07,51636.08
88779,2024-06-07,50640.31
88779,2024-07-07,51944.37
88779,2024-08-07,52207.13
88779,2024-09-07,50245.9
88779,2024-10-07,53893.24
88779,2024-11-07,54914.74
88779,2024-12-07,53711.54
88779,2025-01-07,52018.89
88779,2025-02-07,52040.13
88779,2025-03-07,53168.46
27007,2021-11-15,34806.69
27007,2021-12-15,35517.05
27007,2022-01-15,37101.15
27007,2022-02-15,36326.14
27007,2022-03-15,39004.06
27007,2022-04-15,35260.17
27007,2022-05-15,36632.03
27007,2022-06-15,37488.74
27007,2022-07-15,34103.62
27007,2022-08-15,36785.7
27007,2022-09-15,34685.76
27007,2022-10-15,38411.35
27007,2022-11-15,36210.18
27007,2022-12-15,35310.39
27007,2023-01-15,36346.21
27007,2023-02-15,37750.06
27007,2023-03-15,34913.66
27007,2023-04-15,36742.27
27007,2023-05-15,36978.87
27007,2023-06-15,35593.57
27007,2023-07-15,37927.81
27007,2023-08-15,39141.99
27007,2023-09-15,39255.22
27007,2023-10-15,33793.84
27007,2023-11-15,36273.98
27007,2023-12-15,38082.3
27007,2024-01-15,37782.58
27007,2024-02-15,33579.78
27007,2024-03-15,38768.01
27007,2024-04-15,36700.97
27007,2024-05-15,36180.44
27007,2024-06-15,34948.52
27007,2024-07-15,33542.58
27007,2024-08-15,37485.73
27007,2024-09-15,38098.68
27007,2024-10-15,34690.64
27007,2024-11-15,34115.48
27007,2024-12-15,33924.31
27007,2025-01-15,37374.52
91651,2022-07-06,74573.57
91651,2022-08-06,76317.59
91651,2022-09-06,75334.96
91651,2022-10-06,73757.66
91651,2022-11-06,73780.46
91651,2022-12-06,77000.51
91651,2023-01-06,77928.84
91651,2023-02-06,75041.37
91651,2023-03-06,73517.1
91651,2023-04-06,77531.12
91651,2023-05-06,73367.61
91651,2023-06-06,76161.98
91651,2023-07-06,74232.83
91651,2023-08-06,75800.29
91651,2023-09-06,78606.75
91651,2023-10-06,77634.49
91651,2023-11-06,78771.89
91651,2023-12-06,78438.4
91651,2024-01-06,73695.33
91651,2024-02-06,79038.63
91651,2024-03-06,75159.25
91651,2024-04-06,78144.66
91651,2024-05-06,77615.77
91651,2024-06-06,74187.07
91651,2024-07-06,75090.17
91651,2024-08-06,78044.33
91651,2024-09-06,74108.29
91651,2024-10-06,74895.46
91651,2024-11-06,76008.33
91651,2024-12-06,75016.92
91651,2025-01-06,79040.02
91651,2025-02-06,76361.57
91651,2025-03-06,73976.37
50840,2024-12-21,48019.11
72643,2020-06-18,55768.12
72643,2020-07-18,54746.82
72643,2020-08-18,57561.17
72643,2020-09-18,57926.88
72643,2020-10-18,56368.93
72643,2020-11-18,53101.79
72643,2020-12-18,57370.64
72643,2021-01-18,56731.01
72643,2021-02-18,56728.61
72643,2021-03-18,55247.67
72643,2021-04-18,54531.13
72643,2021-05-18,56589.78
72643,2021-06-18,56517.4
72643,2021-07-18,56376.63
72643,2021-08-18,54775.84
72643,2021-09-18,58039.6
72643,2021-10-18,53357.46
72643,2021-11-18,54250.54
72643,2021-12-18,57163.36
72643,2022-01-18,53709.12
72643,2022-02-18,57660.04
72643,2022-03-18,55373.86
72643,2022-04-18,54413.14
72643,2022-05-18,57676.6
72643,2022-06-18,57916.55
72643,2022-07-18,58264.44
72643,2022-08-18,58109.65
72643,2022-09-18,55129.76
72643,2022-10-18,55846.99
72643,2022-11-18,55505.3
72643,2022-12-18,53372.26
72643,2023-01-18,54066.46
72643,2023-02-18,54698.76
72643,2023-03-18,58446.84
72643,2023-04-18,53078.52
72643,2023-05-18,57828.38
72643,2023-06-18,54314.18
72643,2023-07-18,56151.54
72643,2023-08-18,58602.3
72643,2023-09-18,54845.16
72643,2023-10-18,53050.5
72643,2023-11-18,57979.16
72643,2023-12-18,57386.51
72643,2024-01-18,55411.13
72643,2024-02-18,54780.63
72643,2024-03-18,57182.43
72643,2024-04-18,57479.42
72643,2024-05-18,54376.56
72643,2024-06-18,54538.24
72643,2024-07-18,54439.47
72643,2024-08-18,53579.17
72643,2024-09-18,53928.35
72643,2024-10-18,55839.91
72643,2024-11-18,57096.6
72643,2024-12-18,54909.72
72643,2025-01-18,53774.15
72643,2025-02-18,54796.63
2788,2024-12-30,21468.66
44693,2022-12-05,32681.0
44693,2023-01-05,34385.77
44693,2023-02-05,36198.08
44693,2023-03-05,34456.43
44693,2023-04-05,36035.09
44693,2023-05-05,36425.28
44693,2023-06-05,31904.48
44693,2023-07-05,35785.8
44693,2023-08-05,31588.87
44693,2023-09-05,35710.41
44693,2023-10-05,33230.43
44693,2023-11-05,37118.83
44693,2023-12-05,35629.93
44693,2024-01-05,32676.17
44693,2024-02-05,34856.04
44693,2024-03-05,35302.66
44693,2024-04-05,36772.42
44693,2024-05-05,34622.51
44693,2024-06-05,36881.05
44693,2024-07-05,36341.68
44693,2024-08-05,33077.09
44693,2024-09-05,37062.57
44693,2024-10-05,34543.28
44693,2024-11-05,33452.79
44693,2024-12-05,31700.16
44693,2025-01-05,34474.29
44693,2025-02-05,34654.06
44693,2025-03-05,33986.72
27488,2020-11-08,75828.8
27488,2020-12-08,77944.76
27488,2021-01-08,78854.87
27488,2021-02-08,76292.8
27488,2021-03-08,80054.23
27488,2021-04-08,80899.31
27488,2021-05-08,75698.16
27488,2021-06-08,79046.76
27488,2021-07-08,77089.4
27488,2021-08-08,77187.37
27488,2021-09-08,77758.32
27488,2021-10-08,80386.02
27488,2021-11-08,79752.79
27488,2021-12-08,77540.73
27488,2022-01-08,79628.81
27488,2022-02-08,77659.97
27488,2022-03-08,78797.17
27488,2022-04-08,81215.04
27488,2022-05-08,80870.99
27488,2022-06-08,77036.99
27488,2022-07-08,81021.92
27488,2022-08-08,79176.47
27488,2022-09-08,78721.3
27488,2022-10-08,75539.99
27488,2022-11-08,75932.18
27488,2022-12-08,77621.74
27488,2023-01-08,77191.05
27488,2023-02-08,80077.74
27488,2023-03-08,79569.72
27488,2023-04-08,81087.43
27488,2023-05-08,81149.24
27488,2023-06-08,80812.17
27488,2023-07-08,78368.91
27488,2023-08-08,75640.55
27488,2023-09-08,76510.0
27488,2023-10-08,76039.24
27488,2023-11-08,78590.23
27488,2023-12-08,76565.85
27488,2024-01-08,75382.99
27488,2024-02-08,75631.28
27488,2024-03-08,78790.2
27488,2024-04-08,76116.26
27488,2024-05-08,78491.6
27488,2024-06-08,78532.82
27488,2024-07-08,80750.57
27488,2024-08-08,75887.88
27488,2024-09-08,76929.21
27488,2024-10-08,78252.96
27488,2024-11-08,79395.36
27488,2024-12-08,75602.38
27488,2025-01-08,76077.58
27488,2025-02-08,79394.15
18439,2022-04-01,54219.18
18439,2022-05-01,51301.66
18439,2022-06-01,49077.9
18439,2022-07-01,52919.15
18439,2022-08-01,54299.93
18439,2022-09-01,52173.96
18439,2022-10-01,54104.18
18439,2022-11-01,50926.18
